ID	idx	procs	reponse	reponse2	reciever_place	time_processing	cost	link	tags
28012	17528	Renewal of construction permits for level III and level IV works (non-line works/Line-based projects in urban areas/Beliefs, religions/Monuments, monumental paintings/In stages for non-line projects /Per phase for linear construction in urban areas/Projects) and individual houses	To find out information about: Renewal of construction permits for level III and level IV works (works without lines/Lines in urban areas/Beliefs, religions/Monuments, monumental paintings/By phase Phases for non-line projects/Phases for linear projects in urban areas/Projects) and individual houses.	Renewal of construction permits for level III, level IV projects and individual houses.	Provincial public administration center	5 days	10,000 VND	https://dichvucong.thuathienhue.gov.vn/tthc/pid/17528	Construction activities
28012		Extension of new construction permit for level III works							
28012		Renewal of new construction permits for level IV works							
28012		Renewal of permits for new construction of individual houses							
28012	17570	Extension of construction permits for level III and level IV works (non-line/line-based works in urban areas/Beliefs, religions/Monuments, monumental paintings/In stages for non-line projects /Per phase for linear construction in urban areas/Projects) and individual houses	To find out information about: Renewal of construction permits for level III and level IV works (works without lines/Lines in urban areas/Beliefs, religions/Monuments, monumental paintings/By phase Phases for non-line projects/Phases for linear projects in urban areas/Projects) and individual houses	Renewal of construction permits for level III, level IV projects and individual houses	Provincial public administration center	5 days	10,000 VND/time extension	https://dichvucong.thuathienhue.gov.vn/tthc/pid/17570	Construction activities
28012		Extension of construction permit for level IV works							
28012		Renewal of construction permits for level III works							
28012		Renewal of construction permits for individual houses							
31211		Stop operating representative offices							
31211		Stop operating business branches							
31211		Stop operating the business location							
32711		Please approve the project							
32711		Project approval							
32711		Project approval procedures							
32711		Approval documents for group B projects							
32711		The browser adjusts the project							
32711		Group B project approval process							
32711		Project approval procedures							
32711		Apply for approval of group C projects							
32711		Approve group B projects							
32711		Group C project approval process							
32711		Project Modifier							
32715		Project browser							
32715		Browse projects							
32715		Project submission							
32715		Project approval							
32715		project approval procedures							
32715		Project approval procedures							
32715		Submitting construction project approval							
32715		Browse construction projects							
46711		Business point							
46714		Establish a limited liability company							
46714		Register to establish a limited liability company							
46714		One-member limited liability company							
46715		Please change the company headquarters							
46716		Temporary suspension of business							
46716		Continue business							
46716		Procedures for temporary business suspension							
46719		Register to change company membership							
46719		Register to change members of LLC							
46719		Register to change company ownership							
46719		Change of owner of limited company							
46719		Change legal representative							
46719		Converting a single-member LLC into multiple members							
46719		Switch to a multi-member LLC							
46719		Convert a one-member company into a multi-member company							
46719		Convert a one-member company to two or more members							
46719		Converting a multi-member LLC into a single member							
46719		Converted to a one-member limited liability company							
46719		Convert a multi-member company into a single member company							
46719		Convert a company with two or more members into one member							
467151		Set up a business							
467151		Business registration							
467151		Certificate of business registration							
467151		Set up the company							
467151		Please establish a company							
46714		LLC with two or more members							
46714		open a company							
46717		industry change							
46717		 change industries and professions							
25712	16937	Procedures for approving investment policies of the Provincial People's Committee for golf course construction and business investment projects	To find out information about: Procedures for approving investment policies of the Provincial People's Committee for golf course construction and business investment projects	Procedures for approving investment policies of the Provincial People's Committee for golf course construction and business investment projects	Provincial public administration center	35 days	Fee waived	https://dichvucong.thuathienhue.gov.vn/tthc/pid/16937	Invest
46711		Tax registration							
32715		construction and estimates							
272		Business Registration							
28012		Construction license							
28012		build							
28012		housing construction							
28012		housing construction permit							
272		Change business registration							
272		Change business registration content							
272		Household business							
272		Change business households							
272		Change registration content							
28012		Get a building permit							
28012		Construction permit							
28012		Issuance of Construction Permit							
28012		House construction permit							
28012		Issuance of housing construction permit							
