,Unnamed: 0,question,answer
946,946,it's sunday.,greeting
947,947,so?,greeting
948,948,you know what that means.,greeting
949,949,i forgot.,greeting
950,950,sunday means we go to church.,greeting
951,951,"oh, yeah.",greeting
952,952,put on a coat and tie.,greeting
953,953,why?,greeting
954,954,to show respect to god and others.,greeting
955,955,i'm glad sunday is only once a week.,greeting
956,956,i hope god didn't hear that.,greeting
957,957,did you feed the cat?,greeting
958,958,i'll do that in a minute.,greeting
959,959,the cat is meowing. he's hungry.,greeting
960,960,okay. i'll feed him right now.,greeting
961,961,you shouldn't make him wait.,greeting
962,962,i was doing my homework.,greeting
963,963,the cat doesn't care about your homework.,greeting
964,964,the cat doesn't care about anything.,greeting
965,965,that's the way cats are.,greeting
966,966,all they think about is themselves.,greeting
967,967,maybe we should get rid of him.,greeting
968,968,i hate shaving.,greeting
969,969,me too.,greeting
970,970,i just cut myself again.,greeting
971,971,did you use a new blade?,greeting
972,972,"it doesn't matter. old blades cut, new blades cut.",greeting
973,973,maybe you should use an electric shaver.,greeting
974,974,"they make a lot of noise, but they don't give a close shave.",greeting
975,975,maybe you should stop shaving.,greeting
976,976,and grow a beard?,greeting
977,977,sure. why not?,greeting
978,978,because food and other stuff sticks in my beard.,greeting
979,979,excuse me.,greeting
980,980,yes?,greeting
981,981,are you reading this paper?,greeting
982,982,"oh, no. help yourself.",greeting
983,983,i asked because the paper is sitting next to you.,greeting
984,984,thank you. that's polite of you to ask.,greeting
985,985,some people would just pick it up.,greeting
986,986,"yes, i know. some people are rude.",greeting
987,987,i always try to be polite.,greeting
988,988,so do i.,greeting
989,989,the world needs more polite people like us.,greeting
990,990,"mom, i want a puppy.",greeting
991,991,let me think about it.,greeting
992,992,why do you have to think about it?,greeting
993,993,because a puppy costs money.,greeting
994,994,"no, it doesn't. puppies are free.",greeting
995,995,"yes, but a puppy needs shots.",greeting
996,996,shots for what?,greeting
997,997,so it won't get sick. just like you get shots.,greeting
998,998,i hate shots.,greeting
999,999,and a puppy eats food. food costs money.,greeting
1000,1000,no problem. i'll give him food off my plate.,greeting
1001,1001,look at all these kittens!,greeting
1002,1002,how many are there?,greeting
1003,1003,eight.,greeting
1004,1004,they're all so cute.,greeting
1005,1005,"yes, but i can't keep them.",greeting
1006,1006,what are you going to do with them?,greeting
1007,1007,i'm going to give them away. do you want one?,greeting
1008,1008,"yes, i would love one.",greeting
1009,1009,which one do you want?,greeting
1010,1010,that one. the one that's all black.,greeting
1011,1011,"yes, i like that one, too.",greeting
1012,1012,my parents go to church every sunday.,greeting
1013,1013,they trust in god.,greeting
1014,1014,they hope they will go to heaven.,greeting
1015,1015,they probably will.,greeting
1016,1016,but no one knows for sure.,greeting
1017,1017,that's for sure.,greeting
1018,1018,no one knows what happens after we die.,greeting
1019,1019,"if we are good, we will be happy in heaven with god.",greeting
1020,1020,that's what many people believe.,greeting
1021,1021,"if we are bad, we will be unhappy forever in hell.",greeting
1022,1022,i don't want to go to hell.,greeting
1023,1023,my husband died.,greeting
1024,1024,i'm sorry for you.,greeting
1025,1025,thank you.,greeting
1026,1026,when did he die?,greeting
1027,1027,a couple of months ago.,greeting
1028,1028,you still miss him.,greeting
1029,1029,"yes, but i talk to him almost every day.",greeting
1030,1030,when you go to church?,greeting
1031,1031,"no, when i call him on his cell phone.",greeting
1032,1032,what do you mean?,greeting
1033,1033,i buried him with his cell phone.,greeting
1034,1034,today is friday the thirteenth.,greeting
1035,1035,that's a bad day.,greeting
1036,1036,it's supposed to be unlucky.,greeting
1037,1037,you're supposed to stay home all day.,greeting
1038,1038,that's what i do.,greeting
1039,1039,my friend stayed in a hotel on friday the thirteenth.,greeting
1040,1040,that was a mistake.,greeting
1041,1041,he stayed on the thirteenth floor.,greeting
1042,1042,what happened?,greeting
1043,1043,someone stole his laptop.,greeting
1044,1044,he was asking for it.,greeting
1045,1045,do you really love me?,greeting
1046,1046,of course.,greeting
1047,1047,prove it.,greeting
1048,1048,how can i prove it?,greeting
1049,1049,take me to dinner.,greeting
1050,1050,that's it? that's all i have to do?,greeting
1051,1051,"take me to a nice restaurant, not to mcdonald's.",greeting
1052,1052,but a nice restaurant costs money.,greeting
1053,1053,"yes, and you have to make a reservation.",greeting
1054,1054,that's such a hassle.,greeting
1055,1055,i knew you didn't love me.,greeting
1056,1056,my parents are divorced.,greeting
1057,1057,so are mine.,greeting
1058,1058,why did your parents get divorced?,greeting
1059,1059,my father found a new girlfriend.,greeting
1060,1060,that's too bad.,greeting
1061,1061,my mother was hurt and angry.,greeting
1062,1062,she had good reason. what did she do?,greeting
1063,1063,she told him to drop his girlfriend.,greeting
1064,1064,what did your father do?,greeting
1065,1065,he moved out of our house.,greeting
1066,1066,i guess he really liked his new girlfriend.,greeting
1067,1067,my grandma's apartment smells funny.,greeting
1068,1068,so does mine.,greeting
1069,1069,i think it's an old people's smell.,greeting
1070,1070,really?,greeting
1071,1071,"yes. i think when you get old, you begin to smell.",greeting
1072,1072,like fruit that is too ripe?,greeting
1073,1073,"yes, just like fruit that is too ripe.",greeting
1074,1074,but the smell is different.,greeting
1075,1075,"yes, old people don't smell like fruit.",greeting
1076,1076,"no, they smell like a thrift shop.",greeting
1077,1077,"yes, a thrift shop has that same smell.",greeting
1078,1078,the price of stamps goes up and up.,greeting
1079,1079,i think stamps used to cost a penny.,greeting
1080,1080,that was a long time ago.,greeting
1081,1081,it was before i was born.,greeting
1082,1082,now a stamp is 42 cents.,greeting
1083,1083,but in may it will be 44 cents.,greeting
1084,1084,have you ever lost a letter in the mail?,greeting
1085,1085,"no, i haven't.",greeting
1086,1086,neither have i.,greeting
1087,1087,"so, they do a good job for the money.",greeting
1088,1088,"yes, they do.",greeting
1089,1089,a button came off my shirt.,greeting
1090,1090,what are you going to do?,greeting
1091,1091,"first, i have to find the button.",greeting
1092,1092,where did you lose it?,greeting
1093,1093,i have no idea.,greeting
1094,1094,a button is hard to find. did you look in your pant cuffs?,greeting
1095,1095,that's a good idea.,greeting
1096,1096,i found a button in my pant cuffs one time.,greeting
1097,1097,"let me look. no, it's not there.",greeting
1098,1098,many shirts come with an extra button.,greeting
1099,1099,you're right. this one does have an extra button.,greeting
1100,1100,i have to go to the bathroom.,greeting
1101,1101,you drink too much coffee.,greeting
1102,1102,but i love coffee.,greeting
1103,1103,"well, it's your life.",greeting
1104,1104,you eat too much chocolate.,greeting
1105,1105,i don't think so.,greeting
1106,1106,have you looked in the mirror?,greeting
1107,1107,do you think i'm getting fat?,greeting
1108,1108,i didn't say that.,greeting
1109,1109,what did you say?,greeting
1110,1110,i said i have to go to the bathroom.,greeting
1111,1111,did you do the laundry?,greeting
1112,1112,"yes, i did.",greeting
1113,1113,what did you wash?,greeting
1114,1114,i washed the sheets and towels.,greeting
1115,1115,what about the pillowcases?,greeting
1116,1116,"yes, i took them off the pillows and washed them.",greeting
1117,1117,did you dry everything in the dryer?,greeting
1118,1118,"yes, i dried everything in the dryer.",greeting
1119,1119,then what did you do?,greeting
1120,1120,i folded all the towels.,greeting
1121,1121,did you put the sheets on the beds?,greeting
1122,1122,do you listen to the radio?,greeting
1123,1123,i listen day and night.,greeting
1124,1124,what do you listen to?,greeting
1125,1125,mostly talk radio.,greeting
1126,1126,what's that?,greeting
1127,1127,people talk about current events.,greeting
1128,1128,what do they say?,greeting
1129,1129,they say they want change.,greeting
1130,1130,what kind of change?,greeting
1131,1131,they want tax cuts.,greeting
1132,1132,why do they want tax cuts?,greeting
1133,1133,"mom, i'm hungry.",greeting
1134,1134,look in the fridge.,greeting
1135,1135,i'm looking. there's nothing to eat.,greeting
1136,1136,are you sure?,greeting
1137,1137,it's almost empty.,greeting
1138,1138,i went to the market yesterday.,greeting
1139,1139,i don't see anything.,greeting
1140,1140,i bought lots of oranges and apples.,greeting
1141,1141,i don't want fruit. i want something tasty.,greeting
1142,1142,eat the fruit. it's good for you.,greeting
1143,1143,"next time you go to the market, let me go with you.",greeting
1144,1144,what is there to eat?,greeting
1145,1145,i don't know. look in the fridge.,greeting
1146,1146,i think i'll make a sandwich.,greeting
1147,1147,what kind?,greeting
1148,1148,a ham sandwich.,greeting
1149,1149,the bread is in the cabinet.,greeting
1150,1150,where's the mustard?,greeting
1151,1151,"it's in the fridge, i think.",greeting
1152,1152,"oh, yes, here it is. do you want a sandwich?",greeting
1153,1153,"yes, that sounds nice.",greeting
1154,1154,how about some potato chips?,greeting
1155,1155,"it's time for your bath, young lady.",greeting
1156,1156,"but, mom, i'm not dirty.",greeting
1157,1157,you need a bath every day.,greeting
1158,1158,why?,greeting
1159,1159,because you don't want to smell bad.,greeting
1160,1160,i don't smell bad.,greeting
1161,1161,that's what you think.,greeting
1162,1162,"if i smelled bad, i could smell me.",greeting
1163,1163,i can smell you.,greeting
1164,1164,"i can smell you, too.",greeting
1165,1165,that's my perfume.,greeting
1166,1166,something's wrong with my computer.,greeting
1167,1167,exactly what?,greeting
1168,1168,all i get is a black screen.,greeting
1169,1169,what's the matter?,greeting
1170,1170,"i think i know, because this happened before.",greeting
1171,1171,what happened before?,greeting
1172,1172,my hard drive crashed.,greeting
1173,1173,"oh, no. that's bad news.",greeting
1174,1174,"it sure is, but i'm going to call hp first, just to make sure.",greeting
1175,1175,will you lose all your files?,greeting
1176,1176,"no, i always back up my files.",greeting
1177,1177,i called hp about my computer.,greeting
1178,1178,what did they say?,greeting
1179,1179,they said i need a new hard drive.,greeting
1180,1180,that's too bad. how much is a new one?,greeting
1181,1181,"it's not too much, only about $85.",greeting
1182,1182,plus installation?,greeting
1183,1183,"no, my hard drive is easy to remove and replace.",greeting
1184,1184,really?,greeting
1185,1185,"yes, it's just a couple of screws.",greeting
1186,1186,that's nice.,greeting
1187,1187,it's a lot better than paying someone $60.,greeting
1188,1188,what's your email address?,greeting
1189,1189,it's bluedog123.,greeting
1190,1190,bluedog123. are you sure that's all?,greeting
1191,1191,yes.,greeting
1192,1192,no. that's incomplete.,greeting
1193,1193,what do you mean?,greeting
1194,1194,what's your mailing address?,greeting
1195,1195,"456 cherry drive, pasadena, ca 91170.",greeting
1196,1196,that's correct.,greeting
1197,1197,so what's the problem?,greeting
1198,1198,"bluedog123 is just the street. you have to give me the city, state, and zip code.",greeting
1199,1199,i'm going to take a nap.,greeting
1200,1200,you should unplug the phone.,greeting
1201,1201,that's a good idea.,greeting
1202,1202,do you want me to wake you in an hour?,greeting
1203,1203,"no, thanks. just let me sleep until i wake up.",greeting
1204,1204,i'll start dinner at 6:00.,greeting
1205,1205,okay. i think i'll be awake by then.,greeting
1206,1206,"if not, your nose will wake you up.",greeting
1207,1207,you mean i will smell the food cooking?,greeting
1208,1208,you might even dream about dinner.,greeting
1209,1209,i don't think i'm going to dream about anything. i'm really tired.,greeting
1210,1210,that was a nice funeral.,greeting
1211,1211,"yes, dad, it was.",greeting
1212,1212,the son gave a nice speech about his father.,greeting
1213,1213,"it was long, too.",greeting
1214,1214,i think it was about 45 minutes long.,greeting
1215,1215,but it went by fast. it was interesting.,greeting
1216,1216,i liked it.,greeting
1217,1217,"i'll give you a speech like that, too.",greeting
1218,1218,do you think anyone will come to my funeral?,greeting
1219,1219,of course.,greeting
1220,1220,i think only the family will be there.,greeting
1221,1221,yikes! what was that noise?,greeting
1222,1222,i had to blow my nose.,greeting
1223,1223,did you have to blow right next to the phone?,greeting
1224,1224,did you hear that?,greeting
1225,1225,of course i heard that. i thought a plane had crashed into your house.,greeting
1226,1226,it wasn't that loud.,greeting
1227,1227,"i will blow my nose sometime for you, and you'll see.",greeting
1228,1228,okay. i'll take your word for it.,greeting
1229,1229,i thought you had an elephant in your house.,greeting
1230,1230,you're funny.,greeting
1231,1231,what did you say? i think i've gone deaf.,greeting
1232,1232,i have lots of friends.,greeting
1233,1233,really? how many do you have?,greeting
1234,1234,"i don't know, maybe one hundred.",greeting
1235,1235,that is a lot of friends. do you have a best friend?,greeting
1236,1236,of course. i have lots of best friends.,greeting
1237,1237,how many best friends do you have?,greeting
1238,1238,i think about twenty-five.,greeting
1239,1239,hmm. i have only one best friend.,greeting
1240,1240,i feel sorry for you.,greeting
1241,1241,i have only a few friends.,greeting
1242,1242,you must be lonely. i will share my friends with you.,greeting
1243,1243,don't you ever cheat on me.,greeting
1244,1244,why would i do that?,greeting
1245,1245,because men like to cheat.,greeting
1246,1246,"some men do, but not me.",greeting
1247,1247,i'm watching you.,greeting
1248,1248,i'm an open book. watch me all you want.,greeting
1249,1249,"if i catch you, you'll be sorry.",greeting
1250,1250,"you won't catch me, because i love you. i'm not a cheater.",greeting
1251,1251,i will poke your eyes out. ,greeting
1252,1252,i don't want any other woman.,greeting
1253,1253,"i will chop your toes off, one by one.",greeting
1254,1254,i hate to go outside.,greeting
1255,1255,me too.,greeting
1256,1256,why do you hate to go outside?,greeting
1257,1257,i meet too many jerks.,greeting
1258,1258,i agree.,greeting
1259,1259,this city is full of jerks.,greeting
1260,1260,rude people are everywhere.,greeting
1261,1261,but what can you do?,greeting
1262,1262,you can yell at them.,greeting
1263,1263,and they will yell back at you.,greeting
1264,1264,yelling doesn't do any good.,greeting
1265,1265,will you look at this form?,greeting
1266,1266,are you having problems with it?,greeting
1267,1267,i don't understand some things.,greeting
1268,1268,let me help you.,greeting
1269,1269,"what does ""mi"" mean?",greeting
1270,1270,"""mi"" stands for middle initial.",greeting
1271,1271,"what does ""mm/dd/yy"" mean?",greeting
1272,1272,that means month/day/year. use numbers.,greeting
1273,1273,i don't understand.,greeting
1274,1274,"for example, if your birth date is january 12, 1987, write 01/12/87.",greeting
1275,1275,oh. that's simple enough.,greeting
1276,1276,let's go to the animal shelter.,greeting
1277,1277,what do you want to do?,greeting
1278,1278,i want to get a puppy for my son.,greeting
1279,1279,that will make him so happy.,greeting
1280,1280,i'll get him one of those little dogs.,greeting
1281,1281,one that won't grow up too big.,greeting
1282,1282,and eat too much.,greeting
1283,1283,do you know which one he would like?,greeting
1284,1284,"oh, yes, i took him there yesterday. he showed me one that he really liked.",greeting
1285,1285,i bet you had to drag him away.,greeting
1286,1286,he wanted to take it home yesterday.,greeting
1287,1287,what's the weather like?,greeting
1288,1288,i don't know. i just woke up.,greeting
1289,1289,why don't you look outside?,greeting
1290,1290,okay. it looks like rain.,greeting
1291,1291,why do you say that?,greeting
1292,1292,the sky is gray.,greeting
1293,1293,is it raining right now?,greeting
1294,1294,no.,greeting
1295,1295,how do you know?,greeting
1296,1296,the street isn't wet.,greeting
1297,1297,i have to go shopping today.,greeting
1298,1298,i can't believe how hot it is.,greeting
1299,1299,it's not even noon yet.,greeting
1300,1300,that means it will get hotter.,greeting
1301,1301,i am dying from the heat.,greeting
1302,1302,turn on the air conditioner.,greeting
1303,1303,it doesn't work.,greeting
1304,1304,what happened?,greeting
1305,1305,i don't know.,greeting
1306,1306,did you call the repairman?,greeting
1307,1307,of course.,greeting
1308,1308,when is he coming?,greeting
1309,1309,i'll be glad when winter comes.,greeting
1310,1310,why is that?,greeting
1311,1311,because i love the snow.,greeting
1312,1312,"yes, the snow is fun.",greeting
1313,1313,last year we made a big snowman.,greeting
1314,1314,how big was it?,greeting
1315,1315,it was seven feet tall.,greeting
1316,1316,how long did it take?,greeting
1317,1317,it took us all day.,greeting
1318,1318,did you give him a nose?,greeting
1319,1319,of course. we gave him a big carrot for a nose.,greeting
1320,1320,i'm going to the bank.,greeting
1321,1321,what do you need to do?,greeting
1322,1322,i need to withdraw some money.,greeting
1323,1323,how are you going to do that?,greeting
1324,1324,i'll just use the atm.,greeting
1325,1325,what's that?,greeting
1326,1326,it's the automatic teller machine.,greeting
1327,1327,it gives you money?,greeting
1328,1328,i just insert my debit card into the machine.,greeting
1329,1329,and it gives you money?,greeting
1330,1330,"well, it gives me money, but it's my own money.",greeting
1331,1331,did you put the blue bin out on the street?,greeting
1332,1332,"oh, no. i forgot.",greeting
1333,1333,"well, you'd better take it out front.",greeting
1334,1334,what time does the recycle truck come by?,greeting
1335,1335,"it usually gets here at noon on tuesday, which is tomorrow.",greeting
1336,1336,i'll just take it out to the street tomorrow morning.,greeting
1337,1337,"oh, no, you don't.",greeting
1338,1338,what do you mean?,greeting
1339,1339,every morning you get up late and rush off to work late.,greeting
1340,1340,do you think i'll forget to do it?,greeting
1341,1341,"you'll remember to do it, but you won't have time to do it.",greeting
1342,1342,are you ready?,greeting
1343,1343,ready for what?,greeting
1344,1344,ready for the big switch.,greeting
1345,1345,what are you talking about?,greeting
1346,1346,the nation is switching to digital tv.,greeting
1347,1347,oh. of course i'm ready.,greeting
1348,1348,did you buy the converter?,greeting
1349,1349,"no, i don't need a converter because i bought a digital tv.",greeting
1350,1350,how much was that?,greeting
1351,1351,it was only about $120 for a 13-inch screen.,greeting
1352,1352,does it pick up any digital channels?,greeting
1353,1353,people are funny.,greeting
1354,1354,they sure are.,greeting
1355,1355,did you hear about the pilot?,greeting
1356,1356,the one that stole a small plane?,greeting
1357,1357,"yes, he stole a plane in canada and flew into the u.s.",greeting
1358,1358,did they catch him?,greeting
1359,1359,"yes. after two u.s. fighter jets followed him for an hour, he landed on a highway.",greeting
1360,1360,did he crash?,greeting
1361,1361,"no, he just landed the plane and walked to a restaurant.",greeting
1362,1362,did the cops find out why he flew into the u.s.?,greeting
1363,1363,his life sucked. he was hoping a fighter jet would shoot him down.,greeting
1364,1364,the police need our help finding a robber.,greeting
1365,1365,how do you know?,greeting
1366,1366,the tv news is reporting a bank robbery.,greeting
1367,1367,do they know what the robber looks like?,greeting
1368,1368,"yes, he's 6 feet tall, 200 pounds, black hair, and about 30 years old.",greeting
1369,1369,what race is he?,greeting
1370,1370,they didn't say.,greeting
1371,1371,the tv news doesn't tell us the race anymore.,greeting
1372,1372,of course not. that would be racist.,greeting
1373,1373,but how can we identify someone if we don't know their race?,greeting
1374,1374,don't ask me.,greeting
1375,1375,don't wipe your nose on your sleeve.,greeting
1376,1376,but i don't have a tissue.,greeting
1377,1377,then go find a tissue in the bathroom.,greeting
1378,1378,i didn't have time to get one from there.,greeting
1379,1379,your sleeves are not tissues.,greeting
1380,1380,"but mom, all my friends use their sleeves.",greeting
1381,1381,that doesn't make it right.,greeting
1382,1382,i saw dad wipe his nose on his sleeve yesterday.,greeting
1383,1383,i will talk to your father about that.,greeting
1384,1384,i bet dad did it all the time when he was my age.,greeting
1385,1385,your daddy was a good little boy.,greeting
1386,1386,i'm worried.,greeting
1387,1387,worried about what?,greeting
1388,1388,i'm getting married.,greeting
1389,1389,"you should be happy, not worried.",greeting
1390,1390,"i am happy, but marriage is a lot of responsibility.",greeting
1391,1391,"yes, you have to take care of your wife.",greeting
1392,1392,and i have to take care of our children.,greeting
1393,1393,are you going to start a family?,greeting
1394,1394,yes. we want to have a little boy and a little girl.,greeting
1395,1395,that sounds wonderful.,greeting
1396,1396,except we can't afford it!,greeting
1397,1397,i don't get art.,greeting
1398,1398,or artists.,greeting
1399,1399,they're in a different world.,greeting
1400,1400,i saw a painting of a jar that was full of pencils.,greeting
1401,1401,the artist said the jar was both full and empty.,greeting
1402,1402,but it was full of pencils! how could he say it was empty?,greeting
1403,1403,artists see things differently.,greeting
1404,1404,did you ever see anything that picasso painted?,greeting
1405,1405,of course! he's world famous.,greeting
1406,1406,did he ever take art lessons?,greeting
1407,1407,i can't believe it. i drew paintings like that in third grade.,greeting
1408,1408,what's the point?,greeting
1409,1409,the point of what?,greeting
1410,1410,of living.,greeting
1411,1411,"who knows? you live, and then you die.",greeting
1412,1412,we must be here for some reason.,greeting
1413,1413,maybe we're here to have fun.,greeting
1414,1414,then why aren't i having fun?,greeting
1415,1415,because you're thinking too much.,greeting
1416,1416,so i should stop thinking?,greeting
1417,1417,stop thinking about what the point is.,greeting
1418,1418,okay. i'll start thinking about having some fun.,greeting
1419,1419,beer is a powerful drug.,greeting
1420,1420,so are cigarettes.,greeting
1421,1421,which would you prefer?,greeting
1422,1422,what do you mean?,greeting
1423,1423,"when you die and go to heaven, they will offer you beer or cigarettes.",greeting
1424,1424,i could pick only one or the other?,greeting
1425,1425,"yes. nothing's perfect, not even in heaven.",greeting
1426,1426,"boy, that's a tough one.",greeting
1427,1427,"what's so tough about it? of course, i would pick cigarettes.",greeting
1428,1428,but cigarettes taste much better when you have a cold beer.,greeting
1429,1429,"well, you can't have everything.",greeting
1430,1430,my pants have a hole in the front pocket.,greeting
1431,1431,you shouldn't carry pens in your pocket.,greeting
1432,1432,yesterday a pen fell through my pants onto my shoe.,greeting
1433,1433,lucky for you it wasn't a sharp knife.,greeting
1434,1434,who carries a sharp knife in their pocket?,greeting
1435,1435,"criminals, of course.",greeting
1436,1436,"anyway, i have to fix the hole.",greeting
1437,1437,you can sew it up or use an iron-on patch.,greeting
1438,1438,tell me about this patch.,greeting
1439,1439,the patch has glue. the hot iron melts the glue so the patch sticks on.,greeting
1440,1440,that sounds a lot easier than sewing.,greeting
1441,1441,do you know any good jokes?,greeting
1442,1442,i can't remember jokes.,greeting
1443,1443,neither can i.,greeting
1444,1444,they go in one ear and out the other.,greeting
1445,1445,who makes up all these jokes?,greeting
1446,1446,who knows? but there must be a hundred new ones every day.,greeting
1447,1447,"yes, just in english alone.",greeting
1448,1448,i wonder if every language has jokes.,greeting
1449,1449,of course! people everywhere like good jokes.,greeting
1450,1450,what do you think people joke about the most?,greeting
1451,1451,i think most jokes are about women.,greeting
1452,1452,you're very lucky.,greeting
1453,1453,why do you say that?,greeting
1454,1454,you speak two languages.,greeting
1455,1455,"well, my english isn't perfect.",greeting
1456,1456,no one speaks perfect english.,greeting
1457,1457,maybe i will be the first!,greeting
1458,1458,i've been thinking about learning spanish.,greeting
1459,1459,spanish is easy. i'll be happy to teach you.,greeting
1460,1460,how long will it take me to learn?,greeting
1461,1461,i think it will only take you a year or two.,greeting
1462,1462,how soon can we begin?,greeting
1463,1463,do you know what today is?,greeting
1464,1464,"yes, it's april 22.",greeting
1465,1465,it's more than just a date.,greeting
1466,1466,is it your birthday or anniversary?,greeting
1467,1467,"no, it's earth day.",greeting
1468,1468,what's that?,greeting
1469,1469,it's a yearly reminder to take care of our planet.,greeting
1470,1470,"oh, you mean like reuse things and recycle stuff?",greeting
1471,1471,"yes. we need to think green, save water, and stop using plastic bags.",greeting
1472,1472,how about if i take shorter showers?,greeting
1473,1473,"that's a good idea, because showers waste a lot of water.",greeting
1474,1474,poetry sucks.,greeting
1475,1475,i don't know anyone who likes it.,greeting
1476,1476,"some of it is okay, i guess.",greeting
1477,1477,"yes, the poems that rhyme and are easy to remember.",greeting
1478,1478,"like ""one, two, buckle my shoe.""",greeting
1479,1479,but people still write poems.,greeting
1480,1480,no one makes any money at it.,greeting
1481,1481,shakespeare was a poet.,greeting
1482,1482,did he get rich from his poetry?,greeting
1483,1483,probably not.,greeting
1484,1484,poems are a little bit like songs.,greeting
1485,1485,how smart are you?,greeting
1486,1486,i don't know. i think i'm average.,greeting
1487,1487,did you ever take an iq test?,greeting
1488,1488,"no, i never did. all i know is that i got a's and b's in school.",greeting
1489,1489,i wish i was really smart.,greeting
1490,1490,don't be ridiculous.,greeting
1491,1491,what do you mean?,greeting
1492,1492,"if you're going to make a wish, wish that you were really rich or famous.",greeting
1493,1493,don't you ever wonder what it's like to be super-smart?,greeting
1494,1494,it must be very lonely.,greeting
1495,1495,why's that?,greeting
1496,1496,i missed the tv news last night. what was on?,greeting
1497,1497,nothing that would pass as news.,greeting
1498,1498,what's the weather going to be like this weekend?,greeting
1499,1499,"i don't know. whenever the weather comes on, i switch channels.",greeting
1500,1500,what was the lead story on the news?,greeting
1501,1501,some actress was in court for driving without a license.,greeting
1502,1502,what was the second story?,greeting
1503,1503,some actor married a woman young enough to be his daughter.,greeting
1504,1504,what was the third story?,greeting
1505,1505,a bull chased a man in a supermarket.,greeting
1506,1506,wasn't there anything about octo-mom?,greeting
1507,1507,what are you going to do about your death?,greeting
1508,1508,"well, mostly i'll try to avoid it.",greeting
1509,1509,"i mean, are you going to get buried or cremated?",greeting
1510,1510,my wife and i will be cremated.,greeting
1511,1511,are you going to be buried next to each other?,greeting
1512,1512,"oh, no. our ashes will be shaken into the ocean.",greeting
1513,1513,you're not going to be buried?,greeting
1514,1514,a coffin costs too much and takes up too much space.,greeting
1515,1515,"yes, but it will be in a cemetery where your children can visit you.",greeting
1516,1516,children seldom visit their parents in a cemetery.,greeting
1517,1517,"that's true. a cemetery is for dead people, not living people.",greeting
1518,1518,did you wipe your feet? ,greeting
1519,1519,"yes, of course i wiped my feet.",greeting
1520,1520,then why is there mud on the carpet?,greeting
1521,1521,i don't know. it's not my mud.,greeting
1522,1522,"well, someone brought it into the house.",greeting
1523,1523,look at the bottom of my shoesÂ—they're clean.,greeting
1524,1524,of course they're clean. you left all the mud on the carpet.,greeting
1525,1525,"okay, i'll get the vacuum cleaner.",greeting
1526,1526,don't vacuum it now.,greeting
1527,1527,don't you want me to clean up the mud?,greeting
1528,1528,wait till it dries. it will be easier to vacuum.,greeting
1529,1529,what are you getting for your mom?,greeting
1530,1530,what are you talking about?,greeting
1531,1531,sunday is mother's day.,greeting
1532,1532,this sunday?,greeting
1533,1533,of course. it's all over the news.,greeting
1534,1534,i thought it was next sunday.,greeting
1535,1535,"well, you'd better get her something.",greeting
1536,1536,i'll get her a nice card.,greeting
1537,1537,is that it?,greeting
1538,1538,yes. that's all i ever give her.,greeting
1539,1539,"she raised you, and all you ever give her is a card?",greeting
1540,1540,i don't like our flag.,greeting
1541,1541,what's the matter with it?,greeting
1542,1542,it's too much like other flags.,greeting
1543,1543,"yes, a lot of flags have stripes.",greeting
1544,1544,a flag should be pretty.,greeting
1545,1545,what should our flag look like?,greeting
1546,1546,it should have a pretty woman on it.,greeting
1547,1547,that's ridiculous!,greeting
1548,1548,you don't like pretty women?,greeting
1549,1549,of course i do. but not on our flag!,greeting
1550,1550,every nation should have a pretty woman on their flag.,greeting
1551,1551,i had a busy morning.,greeting
1552,1552,what did you do?,greeting
1553,1553,i watered all the plants.,greeting
1554,1554,you have a lot of plants.,greeting
1555,1555,then i did my laundry.,greeting
1556,1556,that takes some time.,greeting
1557,1557,i took the dog for a walk.,greeting
1558,1558,i'll bet he enjoyed his walk.,greeting
1559,1559,i vacuumed the entire house.,greeting
1560,1560,that's a lot of work.,greeting
1561,1561,and then i made lunch.,greeting
1562,1562,i don't have long distance service with my home phone.,greeting
1563,1563,so how do you make long distance calls?,greeting
1564,1564,i use a calling card.,greeting
1565,1565,where do you get that?,greeting
1566,1566,i buy it at the dollar store.,greeting
1567,1567,how much is it?,greeting
1568,1568,it's one dollar for 100 minutes.,greeting
1569,1569,that's only a penny a minute!,greeting
1570,1570,it's a great price. but you have to dial a lot of numbers.,greeting
1571,1571,how many?,greeting
1572,1572,"first you dial seven numbers, then ten numbers, then ten more numbers.",greeting
1573,1573,do you go to college?,greeting
1574,1574,"yes, i do.",greeting
1575,1575,what college do you go to?,greeting
1576,1576,i go to pasadena city college.,greeting
1577,1577,do you like it?,greeting
1578,1578,"oh, yes, i really like it.",greeting
1579,1579,why do you like it?,greeting
1580,1580,because it has great teachers.,greeting
1581,1581,what else?,greeting
1582,1582,"i like all my classmates, too.",greeting
1583,1583,anything else?,greeting
1584,1584,i lost my new pen.,greeting
1585,1585,where did you lose it?,greeting
1586,1586,i don't know.,greeting
1587,1587,when did you lose it?,greeting
1588,1588,i think i lost it today. i used it yesterday.,greeting
1589,1589,did you check all your pockets?,greeting
1590,1590,i checked all my pockets.,greeting
1591,1591,did you look in your desk?,greeting
1592,1592,"yes. it isn't there, either.",greeting
1593,1593,it's probably around somewhere.,greeting
1594,1594,"oh, well, it only cost me a dollar.",greeting
1595,1595,gravity is very important.,greeting
1596,1596,what is gravity?,greeting
1597,1597,it's the force that pulls everything down.,greeting
1598,1598,i don't understand.,greeting
